VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2020-01-06 03:00:00,2020-01-06 03:30:00,3,5.45,2,N,170,297,2,19.5,1.99,0.19,14.06,3.92,0.38,40.04
1,2020-01-06 04:00:00,2020-01-06 04:30:00,4,1.52,2,Y,34,188,1,10.64,1.96,0.24,9.05,3.67,0.01,25.57
2,2020-01-06 05:00:00,2020-01-06 05:30:00,1,5.95,3,Y,251,14,2,26.35,1.31,0.22,7.1,0.58,0.1,35.66
2,2020-01-06 06:00:00,2020-01-06 06:30:00,1,4.97,3,Y,247,12,3,10.13,0.26,0.5,0.9,3.9,0.36,16.05
1,2020-01-06 07:00:00,2020-01-06 07:30:00,4,8.99,2,N,269,87,4,26.87,1.37,0.27,10.07,3.93,0.19,42.7
2,2020-01-06 08:00:00,2020-01-06 08:30:00,1,4.16,2,N,141,12,2,46.41,0.19,0.04,8.73,3.01,0.33,58.71
2,2020-01-06 09:00:00,2020-01-06 09:30:00,4,2.05,1,N,274,25,1,28.43,0.06,0.3,14.85,4.95,0.17,48.76
2,2020-01-06 10:00:00,2020-01-06 10:30:00,1,2.29,2,N,96,243,2,32.74,1.65,0.08,3.59,1.63,0.2,39.89
1,2020-01-06 11:00:00,2020-01-06 11:30:00,2,7.85,2,Y,227,122,5,12.05,0.42,0.02,7.96,4.71,0.08,25.24
1,2020-01-06 12:00:00,2020-01-06 12:30:00,1,6.56,3,Y,39,147,1,6.97,0.76,0.49,9.76,4.57,0.13,22.68
1,2020-01-06 13:00:00,2020-01-06 13:30:00,4,1.91,2,Y,29,55,3,9.99,1.95,0.39,9.67,0.06,0.3,22.36
1,2020-01-06 14:00:00,2020-01-06 14:30:00,4,1.76,1,N,245,238,4,31.93,0.67,0.49,8.42,2.25,0.22,43.98
1,2020-01-06 15:00:00,2020-01-06 15:30:00,4,7.31,2,Y,236,173,2,9.28,0.59,0.24,11.65,4.89,0.39,27.04
1,2020-01-06 16:00:00,2020-01-06 16:30:00,4,1.65,3,N,185,221,1,21.92,1.84,0.27,3.07,0.52,0.43,28.05
1,2020-01-06 17:00:00,2020-01-06 17:30:00,4,8.4,3,Y,272,119,5,29.75,0.22,0.08,10.88,2.74,0.27,43.94
1,2020-01-06 18:00:00,2020-01-06 18:30:00,3,7.36,2,N,236,183,1,22.49,1.52,0.12,9.3,4.89,0.38,38.7
1,2020-01-06 19:00:00,2020-01-06 19:30:00,3,1.73,3,N,239,288,5,12.37,1.98,0.42,13.44,2.78,0.15,31.14
2,2020-01-06 20:00:00,2020-01-06 20:30:00,1,1.76,1,Y,266,82,3,17.32,1.8,0.18,12.71,0.95,0.21,33.17
1,2020-01-06 21:00:00,2020-01-06 21:30:00,4,9.88,1,Y,65,211,4,46.77,1.3,0.41,4.73,2.91,0.36,56.48
2,2020-01-06 22:00:00,2020-01-06 22:30:00,1,4.37,2,Y,177,150,3,35.42,0.63,0.35,4.14,1.02,0.19,41.75
2,2020-01-06 23:00:00,2020-01-06 23:30:00,4,4.34,2,Y,3,37,2,27.32,0.51,0.09,14.72,2.6,0.29,45.53
2,2020-01-07 00:00:00,2020-01-07 00:30:00,4,8.32,2,N,142,59,1,5.57,1.64,0.25,7.91,0.37,0.09,15.83
1,2020-01-07 01:00:00,2020-01-07 01:30:00,3,9.53,3,Y,158,131,5,49.66,1.76,0.34,13.6,3.03,0.3,68.69
1,2020-01-07 02:00:00,2020-01-07 02:30:00,3,9.87,1,Y,146,202,5,35.22,1.05,0.12,2.46,2.58,0.43,41.86
1,2020-01-07 03:00:00,2020-01-07 03:30:00,2,7.78,1,Y,293,243,1,19.26,0.49,0.42,9.64,3.7,0.43,33.94
1,2020-01-07 04:00:00,2020-01-07 04:30:00,3,4.39,3,N,153,35,1,44.57,0.23,0.27,12.15,3.15,0.36,60.73
2,2020-01-07 05:00:00,2020-01-07 05:30:00,2,1.75,1,N,193,93,2,16.63,0.17,0.08,14.21,2.75,0.37,34.21
1,2020-01-07 06:00:00,2020-01-07 06:30:00,2,7.99,2,Y,73,207,3,29.48,1.44,0.29,5.06,3.45,0.28,40.0
1,2020-01-07 07:00:00,2020-01-07 07:30:00,2,6.03,2,N,140,213,5,33.62,0.84,0.5,10.87,0.72,0.29,46.84
1,2020-01-07 08:00:00,2020-01-07 08:30:00,2,4.82,2,Y,187,159,2,14.95,1.81,0.08,8.08,2.98,0.07,27.97
1,2020-01-07 09:00:00,2020-01-07 09:30:00,2,9.16,1,N,293,24,3,49.03,1.48,0.41,0.91,0.86,0.22,52.91
1,2020-01-07 10:00:00,2020-01-07 10:30:00,1,2.0,2,N,61,293,2,38.67,0.38,0.1,10.35,4.63,0.23,54.36
2,2020-01-07 11:00:00,2020-01-07 11:30:00,3,5.43,3,N,198,4,5,30.1,1.23,0.39,10.35,0.34,0.48,42.89
1,2020-01-07 12:00:00,2020-01-07 12:30:00,2,1.1,3,N,295,220,1,13.13,0.87,0.37,13.96,2.15,0.22,30.7
2,2020-01-07 13:00:00,2020-01-07 13:30:00,4,5.22,1,Y,11,20,1,7.42,1.15,0.15,7.46,3.48,0.27,19.93
1,2020-01-07 14:00:00,2020-01-07 14:30:00,3,1.51,3,Y,62,152,3,19.4,1.48,0.16,3.45,2.29,0.27,27.05
2,2020-01-07 15:00:00,2020-01-07 15:30:00,3,2.07,3,Y,226,50,4,38.89,1.61,0.4,0.67,0.46,0.32,42.35
1,2020-01-07 16:00:00,2020-01-07 16:30:00,2,2.06,1,N,153,177,3,17.12,1.69,0.23,6.23,2.77,0.37,28.41
1,2020-01-07 17:00:00,2020-01-07 17:30:00,1,6.84,2,Y,199,96,4,29.28,0.51,0.37,4.53,3.21,0.11,38.01
2,2020-01-07 18:00:00,2020-01-07 18:30:00,2,7.71,2,Y,52,105,2,37.76,0.06,0.07,11.42,3.52,0.26,53.09
2,2020-01-07 19:00:00,2020-01-07 19:30:00,1,6.25,2,Y,260,250,2,9.86,1.48,0.43,5.31,1.87,0.41,19.36
2,2020-01-07 20:00:00,2020-01-07 20:30:00,4,9.66,1,N,59,117,5,35.84,0.21,0.36,14.24,2.82,0.23,53.7
1,2020-01-07 21:00:00,2020-01-07 21:30:00,3,4.37,3,N,72,228,4,9.13,0.63,0.45,14.43,2.25,0.14,27.03
2,2020-01-07 22:00:00,2020-01-07 22:30:00,4,3.57,2,N,148,66,5,48.43,0.01,0.07,9.31,3.36,0.33,61.51
1,2020-01-07 23:00:00,2020-01-07 23:30:00,1,8.82,2,Y,63,262,1,26.98,1.36,0.3,13.93,2.92,0.41,45.9
1,2020-01-08 00:00:00,2020-01-08 00:30:00,1,3.01,1,Y,243,295,4,11.78,0.33,0.3,11.41,2.63,0.03,26.48
2,2020-01-08 01:00:00,2020-01-08 01:30:00,4,9.67,2,Y,107,243,3,20.41,1.31,0.18,8.2,1.25,0.39,31.74
2,2020-01-08 02:00:00,2020-01-08 02:30:00,1,1.11,1,N,226,186,1,23.6,1.98,0.23,2.7,0.01,0.41,28.93
1,2020-01-08 03:00:00,2020-01-08 03:30:00,4,9.73,3,N,218,246,1,39.12,0.15,0.02,6.88,0.87,0.23,47.27
1,2020-01-08 04:00:00,2020-01-08 04:30:00,3,1.39,1,Y,241,125,3,38.45,0.15,0.37,8.41,0.59,0.49,48.46
2,2020-01-08 05:00:00,2020-01-08 05:30:00,4,9.02,1,N,259,268,1,32.54,0.68,0.27,12.96,2.25,0.39,49.09
2,2020-01-08 06:00:00,2020-01-08 06:30:00,3,5.75,1,N,262,131,4,9.77,1.73,0.03,7.22,3.06,0.39,22.2
2,2020-01-08 07:00:00,2020-01-08 07:30:00,4,9.94,1,N,5,237,5,11.82,0.43,0.34,13.47,1.07,0.37,27.5
1,2020-01-08 08:00:00,2020-01-08 08:30:00,1,1.66,3,N,261,18,1,9.22,0.72,0.23,10.12,4.7,0.08,25.07
1,2020-01-08 09:00:00,2020-01-08 09:30:00,4,5.98,3,Y,54,40,4,30.97,0.14,0.02,2.05,0.03,0.11,33.32
1,2020-01-08 10:00:00,2020-01-08 10:30:00,1,9.72,2,N,47,21,2,44.47,1.53,0.48,14.92,3.86,0.23,65.49
1,2020-01-08 11:00:00,2020-01-08 11:30:00,4,5.71,3,N,215,225,4,24.52,0.82,0.47,7.91,3.13,0.13,36.98
1,2020-01-08 12:00:00,2020-01-08 12:30:00,4,6.66,3,N,177,282,5,12.24,1.52,0.26,5.88,1.87,0.21,21.98
1,2020-01-08 13:00:00,2020-01-08 13:30:00,2,7.26,2,N,9,8,4,30.11,1.81,0.05,9.89,0.25,0.44,42.55
2,2020-01-08 14:00:00,2020-01-08 14:30:00,1,5.09,3,Y,99,100,3,41.53,0.47,0.38,1.63,3.14,0.41,47.56
1,2020-01-08 15:00:00,2020-01-08 15:30:00,2,6.65,1,Y,20,240,5,38.38,1.61,0.25,9.55,1.93,0.32,52.04
1,2020-01-08 16:00:00,2020-01-08 16:30:00,1,6.26,1,N,241,87,2,44.67,0.12,0.15,7.47,4.68,0.43,57.52
1,2020-01-08 17:00:00,2020-01-08 17:30:00,2,9.11,2,N,61,298,3,17.51,1.8,0.25,6.1,2.71,0.39,28.76
2,2020-01-08 18:00:00,2020-01-08 18:30:00,3,1.41,2,N,178,14,4,13.73,1.3,0.26,14.3,4.7,0.21,34.5
1,2020-01-08 19:00:00,2020-01-08 19:30:00,4,3.53,2,N,62,2,5,44.59,1.75,0.28,7.84,1.1,0.1,55.66
1,2020-01-08 20:00:00,2020-01-08 20:30:00,1,9.55,1,N,145,293,2,34.59,0.0,0.22,3.29,3.63,0.26,41.99
2,2020-01-08 21:00:00,2020-01-08 21:30:00,1,9.01,3,N,216,41,3,18.99,0.34,0.3,6.88,3.09,0.37,29.97
1,2020-01-08 22:00:00,2020-01-08 22:30:00,4,5.1,1,Y,3,111,2,38.41,0.78,0.46,13.79,3.7,0.22,57.36
1,2020-01-08 23:00:00,2020-01-08 23:30:00,1,6.58,2,N,160,14,4,41.68,0.76,0.18,2.64,1.07,0.33,46.66
1,2020-01-09 00:00:00,2020-01-09 00:30:00,1,3.5,3,Y,227,231,2,32.67,0.45,0.36,3.21,3.32,0.05,40.06
1,2020-01-09 01:00:00,2020-01-09 01:30:00,2,2.69,3,Y,269,84,1,35.95,0.76,0.45,0.2,2.49,0.37,40.22
1,2020-01-09 02:00:00,2020-01-09 02:30:00,1,5.17,1,N,120,130,3,21.89,0.26,0.23,0.21,3.71,0.41,26.71
2,2020-01-09 03:00:00,2020-01-09 03:30:00,3,4.18,2,Y,89,231,2,29.24,0.83,0.22,12.44,1.64,0.35,44.72
2,2020-01-09 04:00:00,2020-01-09 04:30:00,3,6.25,1,Y,68,145,4,28.59,1.6,0.3,10.98,4.45,0.48,46.4
2,2020-01-09 05:00:00,2020-01-09 05:30:00,4,1.7,3,Y,98,28,4,43.16,0.96,0.3,5.33,0.42,0.41,50.58
1,2020-01-09 06:00:00,2020-01-09 06:30:00,1,9.77,1,Y,267,66,2,42.8,0.04,0.4,10.47,4.04,0.45,58.2
1,2020-01-09 07:00:00,2020-01-09 07:30:00,4,9.88,1,Y,105,163,4,42.47,0.84,0.24,5.93,4.31,0.47,54.26
1,2020-01-09 08:00:00,2020-01-09 08:30:00,3,7.28,2,Y,123,229,5,5.5,0.05,0.5,14.29,4.09,0.4,24.83
2,2020-01-09 09:00:00,2020-01-09 09:30:00,1,5.82,2,N,29,261,5,38.73,1.93,0.03,14.51,2.56,0.34,58.1
1,2020-01-09 10:00:00,2020-01-09 10:30:00,1,3.79,3,Y,137,164,5,39.14,0.25,0.0,5.89,2.19,0.0,47.47
1,2020-01-09 11:00:00,2020-01-09 11:30:00,4,8.32,1,Y,195,287,1,35.53,1.42,0.32,12.81,4.98,0.23,55.29
2,2020-01-09 12:00:00,2020-01-09 12:30:00,3,7.16,1,Y,226,10,2,39.03,1.95,0.15,11.6,1.15,0.29,54.17
1,2020-01-09 13:00:00,2020-01-09 13:30:00,1,2.46,1,N,170,195,1,42.89,1.65,0.12,4.65,2.73,0.15,52.19
2,2020-01-09 14:00:00,2020-01-09 14:30:00,4,9.2,3,Y,9,118,4,26.16,1.4,0.16,3.48,3.35,0.16,34.71
2,2020-01-09 15:00:00,2020-01-09 15:30:00,3,8.4,3,N,40,270,1,27.59,1.68,0.13,6.87,3.5,0.48,40.25
2,2020-01-09 16:00:00,2020-01-09 16:30:00,4,9.55,2,Y,25,80,4,10.61,1.96,0.02,11.72,1.02,0.45,25.78
1,2020-01-09 17:00:00,2020-01-09 17:30:00,2,7.53,2,N,261,93,4,22.34,1.24,0.49,14.4,3.27,0.42,42.16
1,2020-01-09 18:00:00,2020-01-09 18:30:00,1,6.52,2,N,226,266,3,33.95,1.12,0.11,11.45,4.09,0.2,50.92
1,2020-01-09 19:00:00,2020-01-09 19:30:00,2,4.76,1,Y,124,257,5,40.12,1.26,0.37,12.83,0.25,0.01,54.84
1,2020-01-09 20:00:00,2020-01-09 20:30:00,3,9.39,1,Y,38,133,4,14.77,1.07,0.38,9.05,4.56,0.04,29.87
1,2020-01-09 21:00:00,2020-01-09 21:30:00,2,8.79,2,N,251,276,3,11.2,1.27,0.46,12.53,0.15,0.16,25.77
1,2020-01-09 22:00:00,2020-01-09 22:30:00,2,1.41,1,Y,176,264,5,34.84,0.9,0.02,11.77,1.78,0.01,49.32
1,2020-01-09 23:00:00,2020-01-09 23:30:00,3,1.24,2,N,90,171,4,5.08,0.44,0.44,5.65,0.08,0.01,11.7
2,2020-01-10 00:00:00,2020-01-10 00:30:00,4,4.39,3,N,37,1,4,13.03,0.24,0.26,8.28,0.39,0.46,22.66
1,2020-01-10 01:00:00,2020-01-10 01:30:00,2,8.29,2,N,176,64,1,6.31,0.14,0.32,12.07,4.56,0.35,23.75
2,2020-01-10 02:00:00,2020-01-10 02:30:00,4,9.89,3,N,284,284,1,12.51,0.53,0.32,0.69,1.77,0.15,15.97
1,2020-01-10 03:00:00,2020-01-10 03:30:00,2,2.35,1,N,81,121,5,13.16,0.09,0.41,12.12,2.12,0.07,27.97
1,2020-01-10 04:00:00,2020-01-10 04:30:00,4,6.35,2,Y,114,107,4,22.45,1.13,0.17,2.67,1.08,0.26,27.76
1,2020-01-10 05:00:00,2020-01-10 05:30:00,3,4.43,1,N,40,175,2,23.1,0.57,0.37,7.72,2.99,0.0,34.75
2,2020-01-10 06:00:00,2020-01-10 06:30:00,2,9.73,3,N,224,204,1,44.34,1.65,0.26,12.12,2.97,0.47,61.81
2,2020-01-10 07:00:00,2020-01-10 07:30:00,3,8.58,3,Y,115,165,5,27.95,0.15,0.4,3.81,1.86,0.21,34.38
2,2020-01-10 08:00:00,2020-01-10 08:30:00,2,8.54,3,N,186,120,4,37.55,0.45,0.5,3.69,1.67,0.2,44.06
2,2020-01-10 09:00:00,2020-01-10 09:30:00,3,5.22,1,Y,56,44,4,9.69,1.46,0.1,6.04,4.42,0.2,21.91
1,2020-01-10 10:00:00,2020-01-10 10:30:00,3,4.73,1,Y,40,156,2,15.14,1.2,0.5,13.42,1.92,0.03,32.21
2,2020-01-10 11:00:00,2020-01-10 11:30:00,2,3.46,1,Y,40,207,5,36.63,0.13,0.04,0.01,2.47,0.32,39.6
1,2020-01-10 12:00:00,2020-01-10 12:30:00,2,1.51,1,N,237,108,4,7.38,1.75,0.0,13.52,1.42,0.37,24.44
1,2020-01-10 13:00:00,2020-01-10 13:30:00,2,8.78,3,N,289,251,1,26.9,1.75,0.02,2.31,3.93,0.34,35.25
2,2020-01-10 14:00:00,2020-01-10 14:30:00,1,8.32,3,N,262,130,2,31.97,0.66,0.17,14.85,1.99,0.07,49.71
2,2020-01-10 15:00:00,2020-01-10 15:30:00,4,10.0,2,Y,216,293,5,32.1,0.68,0.32,14.32,2.57,0.29,50.28
2,2020-01-10 16:00:00,2020-01-10 16:30:00,1,9.97,2,N,147,20,2,6.03,1.98,0.03,7.42,1.27,0.28,17.01
2,2020-01-10 17:00:00,2020-01-10 17:30:00,1,6.0,1,Y,168,282,1,19.49,1.25,0.0,7.69,4.94,0.43,33.8
2,2020-01-10 18:00:00,2020-01-10 18:30:00,3,7.92,3,N,92,285,5,33.64,1.06,0.47,7.22,1.46,0.19,44.04
2,2020-01-10 19:00:00,2020-01-10 19:30:00,2,9.5,3,Y,59,1,2,11.7,1.68,0.41,9.53,3.85,0.19,27.36
2,2020-01-10 20:00:00,2020-01-10 20:30:00,4,8.65,3,N,59,119,3,36.29,0.57,0.4,1.36,2.14,0.31,41.07
2,2020-01-10 21:00:00,2020-01-10 21:30:00,3,3.23,2,N,169,35,1,38.57,0.86,0.44,0.49,1.03,0.32,41.71
1,2020-01-10 22:00:00,2020-01-10 22:30:00,1,5.05,2,N,269,198,1,49.19,0.54,0.35,0.87,4.0,0.23,55.18
2,2020-01-10 23:00:00,2020-01-10 23:30:00,2,2.16,3,Y,45,245,1,14.44,1.58,0.05,6.67,1.67,0.22,24.63
2,2020-01-11 00:00:00,2020-01-11 00:30:00,3,9.59,3,Y,181,59,3,42.13,1.15,0.2,4.13,4.33,0.25,52.19
1,2020-01-11 01:00:00,2020-01-11 01:30:00,2,6.46,3,N,170,161,3,28.41,1.32,0.36,9.33,4.58,0.43,44.43
2,2020-01-11 02:00:00,2020-01-11 02:30:00,3,3.06,2,N,191,179,4,21.81,0.5,0.14,14.89,4.3,0.23,41.87
1,2020-01-11 03:00:00,2020-01-11 03:30:00,2,7.05,3,Y,155,206,2,10.51,0.44,0.34,5.79,0.18,0.47,17.73
1,2020-01-11 04:00:00,2020-01-11 04:30:00,1,6.56,3,Y,188,12,4,38.1,0.98,0.01,8.61,3.94,0.25,51.89
2,2020-01-11 05:00:00,2020-01-11 05:30:00,4,4.22,1,Y,7,276,2,15.61,1.48,0.15,6.23,2.06,0.47,26.0
1,2020-01-11 06:00:00,2020-01-11 06:30:00,1,2.02,1,N,133,181,3,21.71,1.05,0.27,12.71,4.37,0.42,40.53
1,2020-01-11 07:00:00,2020-01-11 07:30:00,4,7.04,2,Y,235,242,3,7.81,0.07,0.32,13.53,3.19,0.18,25.1
1,2020-01-11 08:00:00,2020-01-11 08:30:00,2,5.68,3,N,45,216,4,41.06,1.74,0.29,13.16,4.17,0.43,60.85
1,2020-01-11 09:00:00,2020-01-11 09:30:00,3,7.95,3,Y,249,251,5,39.5,0.13,0.35,14.62,2.5,0.06,57.16
2,2020-01-11 10:00:00,2020-01-11 10:30:00,1,5.68,1,N,31,299,4,38.01,1.91,0.0,0.41,2.68,0.46,43.47
1,2020-01-11 11:00:00,2020-01-11 11:30:00,4,8.67,2,Y,23,126,2,18.47,0.05,0.05,12.6,0.72,0.32,32.21
2,2020-01-11 12:00:00,2020-01-11 12:30:00,1,5.97,1,Y,160,217,4,12.81,1.39,0.43,11.28,3.92,0.03,29.86
1,2020-01-11 13:00:00,2020-01-11 13:30:00,4,6.05,1,Y,158,285,1,33.69,0.16,0.34,3.43,2.1,0.32,40.04
1,2020-01-11 14:00:00,2020-01-11 14:30:00,1,8.89,1,Y,39,185,2,27.33,1.82,0.06,14.34,2.5,0.49,46.54
1,2020-01-11 15:00:00,2020-01-11 15:30:00,4,4.63,1,Y,82,39,2,13.02,0.93,0.42,2.22,3.93,0.03,20.55
1,2020-01-11 16:00:00,2020-01-11 16:30:00,4,2.21,3,N,258,223,5,35.87,0.28,0.12,10.19,2.99,0.28,49.73
2,2020-01-11 17:00:00,2020-01-11 17:30:00,2,1.26,3,Y,206,184,3,49.6,0.68,0.24,3.37,1.01,0.37,55.27
2,2020-01-11 18:00:00,2020-01-11 18:30:00,4,7.8,1,Y,77,178,2,38.62,0.33,0.07,6.47,2.95,0.41,48.85
1,2020-01-11 19:00:00,2020-01-11 19:30:00,2,6.58,2,Y,12,294,3,38.3,0.34,0.36,10.79,2.04,0.21,52.04
1,2020-01-11 20:00:00,2020-01-11 20:30:00,4,7.34,2,N,295,151,4,47.76,1.9,0.33,8.45,2.35,0.1,60.89
2,2020-01-11 21:00:00,2020-01-11 21:30:00,3,2.92,2,Y,224,126,1,14.13,0.89,0.11,6.41,0.14,0.02,21.7
1,2020-01-11 22:00:00,2020-01-11 22:30:00,3,2.23,2,N,13,234,5,30.45,1.58,0.43,4.9,1.05,0.29,38.7
1,2020-01-11 23:00:00,2020-01-11 23:30:00,3,1.13,1,Y,46,8,3,49.08,1.28,0.2,12.59,1.41,0.23,64.79
1,2020-01-12 00:00:00,2020-01-12 00:30:00,4,4.16,3,Y,155,129,2,12.44,1.35,0.15,2.16,3.56,0.47,20.13
2,2020-01-12 01:00:00,2020-01-12 01:30:00,2,6.31,2,N,113,264,3,36.51,0.26,0.08,6.45,0.06,0.03,43.39
2,2020-01-12 02:00:00,2020-01-12 02:30:00,2,4.53,1,Y,233,157,2,31.36,0.47,0.13,13.56,2.04,0.34,47.9
2,2020-01-12 03:00:00,2020-01-12 03:30:00,4,4.94,2,N,17,5,3,31.39,1.57,0.01,12.69,4.62,0.01,50.29
1,2020-01-12 04:00:00,2020-01-12 04:30:00,3,9.14,2,N,223,86,2,36.4,1.94,0.29,6.01,0.56,0.09,45.29
1,2020-01-12 05:00:00,2020-01-12 05:30:00,3,4.13,1,Y,188,175,4,46.83,0.53,0.42,11.45,2.58,0.23,62.04
2,2020-01-12 06:00:00,2020-01-12 06:30:00,2,5.63,3,N,163,290,2,40.22,0.54,0.27,12.35,3.93,0.23,57.54
2,2020-01-12 07:00:00,2020-01-12 07:30:00,3,8.05,3,Y,74,193,2,7.53,0.95,0.11,13.33,4.71,0.34,26.97
2,2020-01-12 08:00:00,2020-01-12 08:30:00,1,4.57,1,Y,233,119,1,43.37,1.97,0.02,8.17,3.73,0.46,57.72
2,2020-01-12 09:00:00,2020-01-12 09:30:00,2,6.6,3,N,224,218,2,15.15,0.54,0.11,3.07,3.6,0.32,22.79
1,2020-01-12 10:00:00,2020-01-12 10:30:00,3,8.76,1,N,60,114,1,21.96,0.81,0.21,3.83,4.13,0.48,31.42
2,2020-01-12 11:00:00,2020-01-12 11:30:00,2,9.55,1,N,222,145,5,25.78,1.78,0.38,4.44,2.23,0.44,35.05
1,2020-01-12 12:00:00,2020-01-12 12:30:00,1,2.32,1,N,37,26,1,26.64,0.01,0.09,8.91,4.03,0.29,39.97
2,2020-01-12 13:00:00,2020-01-12 13:30:00,2,9.34,3,Y,278,136,4,24.58,0.08,0.36,0.49,0.04,0.42,25.97
1,2020-01-12 14:00:00,2020-01-12 14:30:00,2,5.43,1,Y,196,232,1,47.18,1.21,0.43,9.54,4.62,0.32,63.3
2,2020-01-12 15:00:00,2020-01-12 15:30:00,2,3.32,2,N,242,76,5,36.77,1.81,0.23,5.47,2.22,0.04,46.54
2,2020-01-12 16:00:00,2020-01-12 16:30:00,2,5.13,3,Y,219,289,4,33.4,0.48,0.41,4.43,2.77,0.37,41.86
2,2020-01-12 17:00:00,2020-01-12 17:30:00,1,9.82,3,Y,192,1,3,7.24,0.94,0.28,13.19,1.27,0.05,22.97
2,2020-01-12 18:00:00,2020-01-12 18:30:00,4,5.43,3,Y,17,147,3,45.68,0.9,0.32,6.9,3.71,0.3,57.81
1,2020-01-12 19:00:00,2020-01-12 19:30:00,2,3.96,3,Y,12,287,1,45.92,0.95,0.26,1.43,0.38,0.35,49.29
2,2020-01-12 20:00:00,2020-01-12 20:30:00,2,6.7,2,N,193,142,1,40.11,1.25,0.23,12.4,4.36,0.03,58.38
1,2020-01-12 21:00:00,2020-01-12 21:30:00,3,3.16,3,N,22,53,5,5.32,0.94,0.12,0.71,4.14,0.12,11.35
1,2020-01-12 22:00:00,2020-01-12 22:30:00,2,1.68,3,Y,120,69,5,7.58,0.89,0.15,10.9,1.08,0.46,21.06
1,2020-01-12 23:00:00,2020-01-12 23:30:00,3,2.16,1,N,210,90,2,15.14,0.95,0.14,11.61,4.05,0.31,32.2
1,2020-01-13 00:00:00,2020-01-13 00:30:00,4,2.15,3,N,270,220,5,10.91,1.18,0.28,5.29,3.93,0.12,21.71
2,2020-01-13 01:00:00,2020-01-13 01:30:00,1,2.37,2,N,192,192,2,22.95,1.07,0.06,12.37,3.16,0.35,39.96
1,2020-01-13 02:00:00,2020-01-13 02:30:00,1,2.25,2,Y,175,63,4,46.52,1.71,0.46,7.73,1.87,0.3,58.59
1,2020-01-13 03:00:00,2020-01-13 03:30:00,4,6.77,2,Y,285,73,1,26.24,0.1,0.36,6.95,1.36,0.25,35.26
1,2020-01-13 04:00:00,2020-01-13 04:30:00,1,2.64,2,Y,204,161,4,5.6,1.67,0.2,0.68,1.16,0.49,9.8
2,2020-01-13 05:00:00,2020-01-13 05:30:00,4,4.11,3,N,164,169,5,17.72,1.69,0.08,4.35,1.59,0.34,25.77
2,2020-01-13 06:00:00,2020-01-13 06:30:00,4,9.07,3,Y,251,89,4,7.01,0.57,0.44,13.97,4.52,0.19,26.7
2,2020-01-13 07:00:00,2020-01-13 07:30:00,4,5.27,2,Y,227,176,4,6.63,0.93,0.41,5.88,0.39,0.4,14.64
2,2020-01-13 08:00:00,2020-01-13 08:30:00,1,7.01,2,N,7,269,4,17.41,0.88,0.36,8.2,4.14,0.44,31.43
1,2020-01-13 09:00:00,2020-01-13 09:30:00,3,2.55,3,Y,29,73,5,17.4,0.44,0.14,7.98,1.74,0.06,27.76
1,2020-01-13 10:00:00,2020-01-13 10:30:00,4,2.73,2,Y,33,245,4,40.42,0.79,0.2,8.86,2.61,0.1,52.98
2,2020-01-13 11:00:00,2020-01-13 11:30:00,2,1.37,1,N,134,77,2,48.87,0.09,0.05,0.92,3.97,0.11,54.01
1,2020-01-01 00:00:00,2020-01-01 00:30:00,1,1.47,1,Y,165,79,1,17.5,0.74,0.14,2.84,1.81,0.44,23.47
2,2020-01-01 01:00:00,2020-01-01 01:30:00,1,5.78,2,Y,153,58,3,43.32,0.86,0.41,11.75,3.62,0.17,60.13
1,2020-01-01 02:00:00,2020-01-01 02:30:00,3,5.87,2,Y,76,26,4,5.01,1.69,0.14,10.73,1.0,0.23,18.8
1,2020-01-01 03:00:00,2020-01-01 03:30:00,2,6.74,1,N,87,226,2,5.8,0.54,0.41,8.9,1.02,0.21,16.88
1,2020-01-01 04:00:00,2020-01-01 04:30:00,2,7.53,2,N,117,285,5,32.11,0.31,0.27,13.44,0.05,0.01,46.19
2,2020-01-01 05:00:00,2020-01-01 05:30:00,1,9.78,1,N,27,4,4,21.42,1.71,0.44,8.75,2.19,0.15,34.66
1,2020-01-01 06:00:00,2020-01-01 06:30:00,4,5.65,2,Y,287,99,3,22.39,0.09,0.29,7.0,4.41,0.23,34.41
1,2020-01-01 07:00:00,2020-01-01 07:30:00,2,3.91,1,Y,134,39,2,30.4,1.24,0.01,5.11,0.26,0.21,37.23
1,2020-01-01 08:00:00,2020-01-01 08:30:00,4,8.16,1,N,219,271,2,13.63,1.12,0.34,14.11,0.96,0.36,30.52
2,2020-01-01 09:00:00,2020-01-01 09:30:00,2,3.44,1,Y,168,285,5,14.53,0.69,0.02,1.24,1.55,0.19,18.22
1,2020-01-01 10:00:00,2020-01-01 10:30:00,4,4.95,2,Y,98,157,1,26.81,0.63,0.23,13.96,3.66,0.24,45.53
1,2020-01-01 11:00:00,2020-01-01 11:30:00,3,1.71,2,Y,268,75,3,38.94,1.54,0.46,12.4,3.2,0.21,56.75
1,2020-01-01 12:00:00,2020-01-01 12:30:00,4,1.23,2,Y,237,288,5,32.88,0.17,0.08,1.95,2.08,0.37,37.53
1,2020-01-01 13:00:00,2020-01-01 13:30:00,3,9.66,1,Y,173,130,3,18.38,0.47,0.19,8.47,3.8,0.43,31.74
